id,name,base_experience,height,weight,hp,attack,defense,special-attack,special-defense,speed,is_baby,is_mythical,is_legendary
10271,miraidon-glide-mode,335,28,2400,100,85,100,135,115,135,False,False,True
10272,ursaluna-bloodmoon,275,24,2900,113,70,120,135,65,52,False,False,False
10273,ogerpon-wellspring-mask,275,12,398,80,120,84,60,96,110,False,False,True
10274,ogerpon-hearthflame-mask,275,12,398,80,120,84,60,96,110,False,False,True
10275,ogerpon-cornerstone-mask,275,12,398,80,120,84,60,96,110,False,False,True
10276,terapagos-terastal,90,3,160,95,95,110,105,110,85,False,False,True
10277,terapagos-stellar,90,17,770,160,105,110,130,110,85,False,False,True
10278,clefable-mega,,17,423,95,80,93,135,110,70,False,False,False
10279,victreebel-mega,,45,1255,80,125,85,135,95,70,False,False,False
10280,starmie-mega,,23,800,60,100,105,130,105,120,False,False,False
10281,dragonite-mega,,22,2900,91,124,115,145,125,100,False,False,False
10282,meganium-mega,,24,2010,80,92,115,143,115,80,False,False,False
10283,feraligatr-mega,,23,1088,85,160,125,89,93,78,False,False,False
10284,skarmory-mega,,17,404,65,140,110,40,100,110,False,False,False
10285,froslass-mega,,26,296,70,80,70,140,100,120,False,False,False
10286,emboar-mega,,18,1803,110,148,75,110,110,75,False,False,False
10287,excadrill-mega,,9,600,110,165,100,65,65,103,False,False,False
10288,scolipede-mega,,32,2305,60,140,149,75,99,62,False,False,False
10289,scrafty-mega,,11,310,65,130,135,55,135,68,False,False,False
10290,eelektross-mega,,30,1800,85,145,80,135,90,80,False,False,False
10291,chandelure-mega,,25,696,60,75,110,175,110,90,False,False,False
10292,chesnaught-mega,,16,900,88,137,172,74,115,44,False,False,False
10293,delphox-mega,,15,390,75,69,72,159,125,134,False,False,False
10294,greninja-mega,,15,400,72,125,77,133,81,142,False,False,False
10295,pyroar-mega,,15,933,86,88,92,129,86,126,False,False,False
10296,floette-mega,,2,1008,74,85,87,155,148,102,False,False,False
10297,malamar-mega,,29,698,86,102,88,98,120,88,False,False,False
10298,barbaracle-mega,,22,1000,72,140,130,64,106,88,False,False,False
10299,dragalge-mega,,21,1003,65,85,105,132,163,44,False,False,False
10300,hawlucha-mega,,10,250,78,137,100,74,93,118,False,False,False
10301,zygarde-mega,,77,6100,216,70,91,216,85,100,False,False,True
10302,drampa-mega,,30,2405,78,85,110,160,116,36,False,False,False
10303,falinks-mega,,16,990,65,135,135,70,65,100,False,False,False
10304,raichu-mega-x,,12,380,60,135,95,90,95,110,False,False,False
10305,raichu-mega-y,,10,260,60,100,55,160,80,130,False,False,False
10306,chimecho-mega,,12,80,75,50,110,135,120,65,False,False,False
10307,absol-mega-z,,12,490,65,154,60,75,60,151,False,False,False
10308,staraptor-mega,,19,500,85,140,100,60,90,110,False,False,False
10309,garchomp-mega-z,,19,990,108,130,85,141,85,151,False,False,False
10310,lucario-mega-z,,13,494,70,100,70,164,70,151,False,False,False
10311,heatran-mega,,28,5700,91,120,106,175,141,67,False,False,True
10312,darkrai-mega,,30,2400,70,120,130,165,130,85,False,True,False
10313,golurk-mega,,40,3300,89,159,105,70,105,55,False,False,False
10314,meowstic-male-mega,,8,101,74,48,76,143,101,124,False,False,False
10315,crabominable-mega,,26,2528,97,157,122,62,107,33,False,False,False
10316,golisopod-mega,,23,1480,75,150,175,70,120,40,False,False,False
10317,magearna-mega,,13,2481,80,125,115,170,115,95,False,True,False
10318,magearna-original-mega,,13,2481,80,125,115,170,115,95,False,True,False
10319,zeraora-mega,,15,445,88,157,75,147,80,153,False,True,False
10320,scovillain-mega,,12,220,65,138,85,138,85,75,False,False,False
10321,glimmora-mega,,28,770,83,90,105,150,96,101,False,False,False
10322,tatsugiri-curly-mega,,6,240,68,65,90,135,125,92,False,False,False
10323,tatsugiri-droopy-mega,,6,240,68,65,90,135,125,92,False,False,False
10324,tatsugiri-stretchy-mega,,6,240,68,65,90,135,125,92,False,False,False
10325,baxcalibur-mega,,21,3150,115,175,117,105,101,87,False,False,False
10326,meowstic-female-mega,,8,101,74,48,76,143,101,124,False,False,False
